case_id,asset_name,event_type,remit_rows,max_unavailable_capacity,avg_unavailable_capacity,first_event_start,last_event_end,asset_role,asset_repetition_across_cases
2025_case_06_oct_13_autumn_spike,DPSL,Consumption unavailability,2,128.0,128.0,2025-08-12T17:00:00Z,2025-12-31T17:00:00Z,moderate_asset_context,7
2025_case_06_oct_13_autumn_spike,DPSL,Production unavailability,3,120.0,120.0,2025-08-14T23:00:00Z,2026-01-23T10:00:00Z,moderate_asset_context,7
2025_case_06_oct_13_autumn_spike,SSEGEN,Production unavailability,1,108.0,108.0,2025-10-13T09:00:00Z,2025-10-13T12:30:00Z,moderate_asset_context,5
2025_case_07_oct_14_evening_spike,ELECL1,Transmission unavailability,2,1014.0,1014.0,2025-10-12T04:00:00Z,2025-10-15T22:00:00Z,material_asset_in_case_window,2
2025_case_07_oct_14_evening_spike,NGIFA,Transmission unavailability,4,1000.0,750.0,2025-09-08T05:00:00Z,2026-03-16T15:44:00Z,major_material_asset_in_case_window,9
2025_case_07_oct_14_evening_spike,CENLANG,Production unavailability,1,905.0,905.0,2025-09-08T00:00:00Z,2025-10-19T22:00:00Z,moderate_asset_context,6
2025_case_07_oct_14_evening_spike,ICHPLLP,Production unavailability,3,840.0,443.33,2025-09-30T22:00:00Z,2025-10-26T23:00:00Z,material_asset_in_case_window,11
2025_case_07_oct_14_evening_spike,BEGL001,Production unavailability,15,660.0,496.93,2019-09-11T11:00:00Z,2050-12-31T23:00:00Z,material_asset_in_case_window,12
2025_case_07_oct_14_evening_spike,DRAX,Production unavailability,15,645.0,502.33,2020-07-29T11:00:00Z,2035-12-31T01:24:30Z,material_asset_in_case_window,12
2025_case_07_oct_14_evening_spike,CECL,Production unavailability,2,590.0,483.0,2025-10-13T11:40:00Z,2025-10-16T22:30:00Z,material_asset_in_case_window,8
2025_case_07_oct_14_evening_spike,DEESIDE,Production unavailability,1,510.0,510.0,2018-03-31T23:00:00Z,2050-12-31T00:00:00Z,moderate_asset_context,12
2025_case_07_oct_14_evening_spike,KGL,Production unavailability,7,506.0,478.0,2015-05-20T06:00:00Z,2050-12-31T23:59:59Z,material_asset_in_case_window,12
2025_case_07_oct_14_evening_spike,EECL,Production unavailability,5,505.0,469.0,2024-09-28T18:30:00Z,2050-09-30T23:00:00Z,material_asset_in_case_window,12
2025_case_07_oct_14_evening_spike,INNOGY01,Production unavailability,12,500.0,486.33,2018-03-31T19:58:00Z,2029-07-31T23:00:00Z,material_asset_in_case_window,12
2025_case_07_oct_14_evening_spike,WESTBURB,Production unavailability,1,435.0,435.0,2025-10-13T22:00:00Z,2025-10-15T03:00:00Z,moderate_asset_context,7
2025_case_07_oct_14_evening_spike,SSETGSL,Production unavailability,1,400.0,400.0,2025-10-10T15:00:52Z,2025-10-15T09:00:58Z,moderate_asset_context,9
2025_case_07_oct_14_evening_spike,DONGSVR,Production unavailability,1,396.0,396.0,2025-09-25T07:00:00Z,2025-12-02T23:00:00Z,moderate_asset_context,3
2025_case_07_oct_14_evening_spike,SPAL,Production unavailability,2,385.0,377.5,2025-10-09T22:00:00Z,2025-10-19T22:00:00Z,moderate_asset_context,5
2025_case_07_oct_14_evening_spike,CORBY,Production unavailability,1,380.0,380.0,2025-09-30T23:00:00Z,2027-09-30T23:59:00Z,moderate_asset_context,12
2025_case_07_oct_14_evening_spike,N_SSEBAT,Production unavailability,1,320.0,320.0,2025-10-09T15:00:00Z,2026-05-01T09:00:00Z,moderate_asset_context,3
2025_case_07_oct_14_evening_spike,FSTHYDRO,Consumption unavailability,5,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_07_oct_14_evening_spike,FSTHYDRO,Production unavailability,5,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_07_oct_14_evening_spike,DINORWIG,Production unavailability,3,300.0,300.0,2025-04-01T07:00:00Z,2025-11-30T16:00:00Z,moderate_asset_context,9
2025_case_07_oct_14_evening_spike,SWEL001,Production unavailability,1,300.0,300.0,2025-10-13T20:30:24Z,2025-10-14T18:30:00Z,moderate_asset_context,3
2025_case_07_oct_14_evening_spike,TEESREP,Production unavailability,1,285.0,285.0,2025-10-06T14:30:00Z,2025-10-30T07:00:00Z,moderate_asset_context,7
2025_case_07_oct_14_evening_spike,DBNKOWF1,Production unavailability,1,250.4,250.4,2025-04-26T14:05:00Z,2026-05-20T07:00:00Z,moderate_asset_context,12
2025_case_07_oct_14_evening_spike,GCHP,Production unavailability,1,140.0,140.0,2025-02-14T21:00:00Z,2025-12-31T12:00:00Z,moderate_asset_context,9
2025_case_07_oct_14_evening_spike,LYNE,Production unavailability,1,133.0,133.0,2025-10-12T09:30:00Z,2025-10-15T02:00:00Z,moderate_asset_context,4
2025_case_07_oct_14_evening_spike,DPSL,Consumption unavailability,2,128.0,128.0,2025-08-12T17:00:00Z,2025-12-31T17:00:00Z,moderate_asset_context,7
2025_case_07_oct_14_evening_spike,DPSL,Production unavailability,3,120.0,120.0,2025-08-14T23:00:00Z,2026-01-23T10:00:00Z,moderate_asset_context,7
2025_case_08_oct_22_evening_spike,SSETGSL,Production unavailability,1,1180.0,1180.0,2025-10-22T15:10:23Z,2025-10-22T15:26:30Z,moderate_asset_context,9
2025_case_08_oct_22_evening_spike,ICHPLLP,Production unavailability,5,886.0,752.8,2025-10-05T22:00:00Z,2025-10-26T23:00:00Z,material_asset_in_case_window,11
2025_case_08_oct_22_evening_spike,BEGL001,Production unavailability,15,660.0,496.93,2019-09-11T11:00:00Z,2050-12-31T23:00:00Z,material_asset_in_case_window,12
2025_case_08_oct_22_evening_spike,DRAX,Production unavailability,13,645.0,480.38,2020-07-29T11:00:00Z,2035-12-31T01:24:30Z,material_asset_in_case_window,12
2025_case_08_oct_22_evening_spike,DEESIDE,Production unavailability,1,510.0,510.0,2018-03-31T23:00:00Z,2050-12-31T00:00:00Z,moderate_asset_context,12
2025_case_08_oct_22_evening_spike,KGL,Production unavailability,9,506.0,375.11,2015-05-20T06:00:00Z,2050-12-31T23:59:59Z,material_asset_in_case_window,12
2025_case_08_oct_22_evening_spike,EECL,Production unavailability,10,505.0,375.5,2024-09-28T18:30:00Z,2050-09-30T23:00:00Z,material_asset_in_case_window,12
2025_case_08_oct_22_evening_spike,CENLANG,Production unavailability,1,505.0,505.0,2025-10-21T22:00:00Z,2025-10-24T19:00:00Z,moderate_asset_context,6
2025_case_08_oct_22_evening_spike,INNOGY01,Production unavailability,13,500.0,479.31,2018-03-31T19:58:00Z,2029-07-31T23:00:00Z,material_asset_in_case_window,12
2025_case_08_oct_22_evening_spike,NGIFA,Transmission unavailability,2,500.0,500.0,2025-10-13T06:48:00Z,2026-03-16T15:44:00Z,material_asset_in_case_window,9
2025_case_08_oct_22_evening_spike,SALTEND,Production unavailability,2,400.0,400.0,2025-10-22T07:00:00Z,2025-10-23T07:00:00Z,moderate_asset_context,5
2025_case_08_oct_22_evening_spike,DONGSVR,Production unavailability,2,396.0,396.0,2025-09-25T07:00:00Z,2025-12-02T23:00:00Z,moderate_asset_context,3
2025_case_08_oct_22_evening_spike,CORBY,Production unavailability,1,380.0,380.0,2025-09-30T23:00:00Z,2027-09-30T23:59:00Z,moderate_asset_context,12
2025_case_08_oct_22_evening_spike,CECL,Production unavailability,2,343.0,336.0,2025-10-22T11:15:00Z,2025-10-24T12:00:00Z,moderate_asset_context,8
2025_case_08_oct_22_evening_spike,N_SSEBAT,Production unavailability,1,320.0,320.0,2025-10-09T15:00:00Z,2026-05-01T09:00:00Z,moderate_asset_context,3
2025_case_08_oct_22_evening_spike,FSTHYDRO,Consumption unavailability,4,300.0,300.0,2025-03-02T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_08_oct_22_evening_spike,FSTHYDRO,Production unavailability,4,300.0,300.0,2025-03-02T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_08_oct_22_evening_spike,DINORWIG,Production unavailability,3,300.0,300.0,2025-04-01T07:00:00Z,2025-11-30T16:00:00Z,moderate_asset_context,9
2025_case_08_oct_22_evening_spike,TEESREP,Production unavailability,1,285.0,285.0,2025-10-06T14:30:00Z,2025-10-30T07:00:00Z,moderate_asset_context,7
2025_case_08_oct_22_evening_spike,DBNKOWF1,Production unavailability,1,250.4,250.4,2025-04-26T14:05:00Z,2026-05-20T07:00:00Z,moderate_asset_context,12
2025_case_08_oct_22_evening_spike,GCHP,Production unavailability,1,140.0,140.0,2025-02-14T21:00:00Z,2025-12-31T12:00:00Z,moderate_asset_context,9
2025_case_08_oct_22_evening_spike,N_NPSCP,Production unavailability,1,138.0,138.0,2025-10-20T09:30:00Z,2025-10-23T17:00:00Z,moderate_asset_context,1
2025_case_08_oct_22_evening_spike,DPSL,Consumption unavailability,3,128.0,123.0,2025-08-12T17:00:00Z,2025-12-31T17:00:00Z,moderate_asset_context,7
2025_case_08_oct_22_evening_spike,DPSL,Production unavailability,3,120.0,120.0,2025-08-14T23:00:00Z,2026-01-23T10:00:00Z,moderate_asset_context,7
2025_case_09_mar_30_negative_price_cluster,INNOGY01,Production unavailability,18,730.0,476.61,2018-03-31T19:58:00Z,2029-07-31T23:00:00Z,material_asset_in_case_window,12
2025_case_09_mar_30_negative_price_cluster,DRAX,Production unavailability,25,660.0,603.8,2020-07-29T11:00:00Z,2035-12-31T01:24:30Z,material_asset_in_case_window,12
2025_case_09_mar_30_negative_price_cluster,BEGL001,Production unavailability,14,660.0,535.57,2019-09-11T11:00:00Z,2050-12-31T23:00:00Z,material_asset_in_case_window,12
2025_case_09_mar_30_negative_price_cluster,DEESIDE,Production unavailability,1,510.0,510.0,2018-03-31T23:00:00Z,2050-12-31T00:00:00Z,moderate_asset_context,12
2025_case_09_mar_30_negative_price_cluster,KGL,Production unavailability,6,506.0,490.17,2015-05-20T06:00:00Z,2050-12-31T23:59:59Z,material_asset_in_case_window,12
2025_case_09_mar_30_negative_price_cluster,EECL,Production unavailability,5,505.0,473.0,2024-09-28T18:30:00Z,2050-09-30T23:00:00Z,material_asset_in_case_window,12
2025_case_09_mar_30_negative_price_cluster,WESTBURB,Production unavailability,6,450.0,351.67,2025-03-28T21:00:00Z,2025-07-10T08:00:00Z,moderate_asset_context,7
2025_case_09_mar_30_negative_price_cluster,SALTEND,Production unavailability,1,400.0,400.0,2025-03-20T23:00:00Z,2025-04-01T17:00:00Z,moderate_asset_context,5
2025_case_09_mar_30_negative_price_cluster,SPAL,Production unavailability,1,400.0,400.0,2025-03-28T00:00:00Z,2025-03-30T23:00:00Z,moderate_asset_context,5
2025_case_09_mar_30_negative_price_cluster,CECL,Production unavailability,2,350.0,350.0,2025-03-29T14:30:00Z,2025-03-30T06:30:00Z,moderate_asset_context,8
2025_case_09_mar_30_negative_price_cluster,FSTHYDRO,Consumption unavailability,4,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_09_mar_30_negative_price_cluster,FSTHYDRO,Production unavailability,4,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_09_mar_30_negative_price_cluster,DINORWIG,Production unavailability,2,300.0,300.0,2025-02-17T08:00:00Z,2025-09-20T15:00:00Z,moderate_asset_context,9
2025_case_09_mar_30_negative_price_cluster,TEESREP,Production unavailability,1,285.0,285.0,2025-03-01T00:00:00Z,2025-04-03T22:00:00Z,moderate_asset_context,7
2025_case_09_mar_30_negative_price_cluster,SPGEN01,Production unavailability,3,240.0,220.67,2025-03-30T17:00:00Z,2025-03-30T19:00:00Z,moderate_asset_context,6
2025_case_09_mar_30_negative_price_cluster,DBNKOWF1,Production unavailability,1,185.0,185.0,2024-11-22T09:00:00Z,2025-05-13T16:00:00Z,moderate_asset_context,12
2025_case_09_mar_30_negative_price_cluster,SSEGEN,Consumption unavailability,2,150.0,150.0,2025-03-29T12:00:00Z,2025-03-30T21:00:00Z,moderate_asset_context,5
2025_case_09_mar_30_negative_price_cluster,GCHP,Production unavailability,1,140.0,140.0,2025-02-14T21:00:00Z,2025-12-31T12:00:00Z,moderate_asset_context,9
2025_case_09_mar_30_negative_price_cluster,CENPB,Production unavailability,1,125.0,125.0,2025-03-23T05:00:00Z,2025-03-30T22:00:00Z,moderate_asset_context,6
2025_case_09_mar_30_negative_price_cluster,CORBY,Production unavailability,1,120.0,120.0,2024-10-31T09:30:00Z,2025-10-01T00:00:00Z,moderate_asset_context,12
2025_case_10_apr_05_negative_price_cluster,NGIFA,Transmission unavailability,2,1000.0,1000.0,2025-03-31T05:00:00Z,2025-04-25T19:00:00Z,material_asset_in_case_window,9
2025_case_10_apr_05_negative_price_cluster,KGL,Production unavailability,7,840.0,540.14,2015-05-20T06:00:00Z,2050-12-31T23:59:59Z,material_asset_in_case_window,12
2025_case_10_apr_05_negative_price_cluster,SEABANK,Production unavailability,3,810.0,543.33,2025-03-31T13:00:00Z,2025-08-31T13:30:00Z,material_asset_in_case_window,6
2025_case_10_apr_05_negative_price_cluster,SPGEN01,Production unavailability,1,715.0,715.0,2025-03-31T22:00:00Z,2025-08-20T22:00:00Z,moderate_asset_context,6
2025_case_10_apr_05_negative_price_cluster,DRAX,Production unavailability,16,660.0,578.75,2020-07-29T11:00:00Z,2035-12-31T01:24:30Z,material_asset_in_case_window,12
2025_case_10_apr_05_negative_price_cluster,BEGL001,Production unavailability,13,660.0,541.54,2019-09-11T11:00:00Z,2050-12-31T23:00:00Z,material_asset_in_case_window,12
2025_case_10_apr_05_negative_price_cluster,DEESIDE,Production unavailability,1,510.0,510.0,2018-03-31T23:00:00Z,2050-12-31T00:00:00Z,moderate_asset_context,12
2025_case_10_apr_05_negative_price_cluster,EECL,Production unavailability,6,505.0,467.5,2024-09-28T18:30:00Z,2050-09-30T23:00:00Z,material_asset_in_case_window,12
2025_case_10_apr_05_negative_price_cluster,INNOGY01,Production unavailability,21,500.0,445.05,2018-03-31T19:58:00Z,2029-07-31T23:00:00Z,material_asset_in_case_window,12
2025_case_10_apr_05_negative_price_cluster,ICHPLLP,Production unavailability,3,468.0,462.67,2025-04-02T22:00:00Z,2025-04-06T22:00:00Z,moderate_asset_context,11
2025_case_10_apr_05_negative_price_cluster,WESTBURB,Production unavailability,4,450.0,437.5,2025-03-28T21:00:00Z,2025-07-15T22:00:00Z,moderate_asset_context,7
2025_case_10_apr_05_negative_price_cluster,SPAL,Production unavailability,9,440.0,371.11,2025-03-30T23:00:00Z,2025-04-06T22:00:00Z,moderate_asset_context,5
2025_case_10_apr_05_negative_price_cluster,ORSTED02,Production unavailability,1,440.0,440.0,2025-04-03T06:45:00Z,2025-06-29T17:00:00Z,moderate_asset_context,2
2025_case_10_apr_05_negative_price_cluster,SSETGSL,Production unavailability,1,400.0,400.0,2025-04-04T22:00:00Z,2025-04-11T22:00:00Z,moderate_asset_context,9
2025_case_10_apr_05_negative_price_cluster,FSTHYDRO,Consumption unavailability,7,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_10_apr_05_negative_price_cluster,FSTHYDRO,Production unavailability,7,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_10_apr_05_negative_price_cluster,DINORWIG,Production unavailability,6,300.0,300.0,2025-02-17T08:00:00Z,2025-11-30T16:00:00Z,moderate_asset_context,9
2025_case_10_apr_05_negative_price_cluster,MOWWL,Transmission unavailability,2,233.67,175.0,2025-03-31T19:00:00Z,2025-04-07T10:00:00Z,moderate_asset_context,4
2025_case_10_apr_05_negative_price_cluster,DBNKOWF1,Production unavailability,1,185.0,185.0,2024-11-22T09:00:00Z,2025-05-13T16:00:00Z,moderate_asset_context,12
2025_case_10_apr_05_negative_price_cluster,GCHP,Production unavailability,1,140.0,140.0,2025-02-14T21:00:00Z,2025-12-31T12:00:00Z,moderate_asset_context,9
2025_case_10_apr_05_negative_price_cluster,LYNE,Production unavailability,2,133.0,133.0,2025-04-05T13:00:00Z,2025-04-09T14:30:00Z,moderate_asset_context,4
2025_case_10_apr_05_negative_price_cluster,CENPB,Production unavailability,1,125.0,125.0,2025-04-04T22:30:00Z,2025-04-07T04:00:00Z,moderate_asset_context,6
2025_case_10_apr_05_negative_price_cluster,CORBY,Production unavailability,1,120.0,120.0,2024-10-31T09:30:00Z,2025-10-01T00:00:00Z,moderate_asset_context,12
2025_case_11_jun_22_negative_price_cluster,NGIFA,Transmission unavailability,2,1000.0,1000.0,2025-06-19T12:44:00Z,2025-06-25T19:44:00Z,material_asset_in_case_window,9
2025_case_11_jun_22_negative_price_cluster,CENLANG,Production unavailability,1,905.0,905.0,2025-06-21T19:30:00Z,2025-06-26T21:00:00Z,moderate_asset_context,6
2025_case_11_jun_22_negative_price_cluster,SUTTBRGE,Production unavailability,1,832.0,832.0,2025-06-03T22:00:00Z,2025-06-27T22:00:00Z,moderate_asset_context,2
2025_case_11_jun_22_negative_price_cluster,SPGEN01,Production unavailability,10,812.0,571.7,2025-03-31T22:00:00Z,2025-08-20T22:00:00Z,material_asset_in_case_window,6
2025_case_11_jun_22_negative_price_cluster,SEABANK,Production unavailability,1,810.0,810.0,2025-03-31T13:00:00Z,2025-08-31T13:30:00Z,moderate_asset_context,6
2025_case_11_jun_22_negative_price_cluster,KGL,Production unavailability,7,755.0,528.0,2015-05-20T06:00:00Z,2050-12-31T23:59:59Z,material_asset_in_case_window,12
2025_case_11_jun_22_negative_price_cluster,MEDWAY,Production unavailability,1,710.0,710.0,2025-05-22T22:00:00Z,2025-08-10T11:00:00Z,moderate_asset_context,5
2025_case_11_jun_22_negative_price_cluster,CECL,Production unavailability,4,700.0,700.0,2025-04-06T22:00:00Z,2025-09-19T07:00:00Z,material_asset_in_case_window,8
2025_case_11_jun_22_negative_price_cluster,DRAX,Production unavailability,31,660.0,345.32,2020-07-29T11:00:00Z,2035-12-31T01:24:30Z,material_asset_in_case_window,12
2025_case_11_jun_22_negative_price_cluster,INNOGY01,Production unavailability,17,640.0,492.41,2018-03-31T19:58:00Z,2029-07-31T23:00:00Z,material_asset_in_case_window,12
2025_case_11_jun_22_negative_price_cluster,BEGL001,Production unavailability,12,620.0,467.08,2019-09-11T11:00:00Z,2050-12-31T23:00:00Z,material_asset_in_case_window,12
2025_case_11_jun_22_negative_price_cluster,HUMPOWER,Production unavailability,1,580.0,580.0,2025-06-06T22:00:00Z,2025-06-22T18:00:00Z,moderate_asset_context,1
2025_case_11_jun_22_negative_price_cluster,DEESIDE,Production unavailability,1,510.0,510.0,2018-03-31T23:00:00Z,2050-12-31T00:00:00Z,moderate_asset_context,12
2025_case_11_jun_22_negative_price_cluster,ICHPLLP,Production unavailability,6,506.0,292.67,2025-04-23T22:00:00Z,2025-06-30T22:00:00Z,material_asset_in_case_window,11
2025_case_11_jun_22_negative_price_cluster,EECL,Production unavailability,6,505.0,448.33,2024-09-28T18:30:00Z,2050-09-30T23:00:00Z,material_asset_in_case_window,12
2025_case_11_jun_22_negative_price_cluster,WESTBURB,Production unavailability,4,450.0,436.25,2025-03-28T21:00:00Z,2025-07-15T22:00:00Z,moderate_asset_context,7
2025_case_11_jun_22_negative_price_cluster,CARRINGT,Production unavailability,1,442.0,442.0,2025-06-04T20:00:00Z,2025-08-26T12:00:00Z,moderate_asset_context,3
2025_case_11_jun_22_negative_price_cluster,ORSTED02,Production unavailability,1,440.0,440.0,2025-04-03T06:45:00Z,2025-06-29T17:00:00Z,moderate_asset_context,2
2025_case_11_jun_22_negative_price_cluster,SSETGSL,Production unavailability,1,400.0,400.0,2025-05-09T07:30:12Z,2025-08-01T14:30:25Z,moderate_asset_context,9
2025_case_11_jun_22_negative_price_cluster,FSTHYDRO,Consumption unavailability,7,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_11_jun_22_negative_price_cluster,FSTHYDRO,Production unavailability,7,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_11_jun_22_negative_price_cluster,DINORWIG,Production unavailability,6,300.0,300.0,2025-02-17T08:00:00Z,2025-11-30T16:00:00Z,moderate_asset_context,9
2025_case_11_jun_22_negative_price_cluster,SPALDI,Production unavailability,2,299.0,299.0,2025-06-20T22:00:00Z,2025-06-30T22:00:00Z,moderate_asset_context,3
2025_case_11_jun_22_negative_price_cluster,DBNKOWF1,Production unavailability,1,250.4,250.4,2025-04-26T14:05:00Z,2026-05-20T07:00:00Z,moderate_asset_context,12
2025_case_11_jun_22_negative_price_cluster,GYMOWL,Production unavailability,3,144.0,141.33,2025-05-13T04:01:00Z,2025-08-26T22:59:00Z,moderate_asset_context,4
2025_case_11_jun_22_negative_price_cluster,GCHP,Production unavailability,1,140.0,140.0,2025-02-14T21:00:00Z,2025-12-31T12:00:00Z,moderate_asset_context,9
2025_case_11_jun_22_negative_price_cluster,CORBY,Production unavailability,1,120.0,120.0,2024-10-31T09:30:00Z,2025-10-01T00:00:00Z,moderate_asset_context,12
2025_case_11_jun_22_negative_price_cluster,DPSL,Production unavailability,2,100.0,100.0,2025-06-02T00:00:00Z,2025-07-26T16:00:00Z,moderate_asset_context,7
2025_case_12_sep_06_negative_price_cluster,SSETGSL,Production unavailability,1,1180.0,1180.0,2025-08-16T00:00:00Z,2025-10-02T19:30:00Z,moderate_asset_context,9
2025_case_12_sep_06_negative_price_cluster,CENLANG,Production unavailability,1,905.0,905.0,2025-09-07T00:00:00Z,2025-09-28T22:00:00Z,moderate_asset_context,6
2025_case_12_sep_06_negative_price_cluster,ICHPLLP,Production unavailability,6,875.0,799.17,2025-08-31T22:00:00Z,2025-09-21T22:00:00Z,material_asset_in_case_window,11
2025_case_12_sep_06_negative_price_cluster,KGL,Production unavailability,8,840.0,567.0,2015-05-20T06:00:00Z,2050-12-31T23:59:59Z,material_asset_in_case_window,12
2025_case_12_sep_06_negative_price_cluster,SPGEN01,Production unavailability,65,812.0,661.94,2025-08-01T22:00:00Z,2025-09-30T22:00:00Z,material_asset_in_case_window,6
2025_case_12_sep_06_negative_price_cluster,SEABANK,Production unavailability,4,810.0,810.0,2025-09-06T07:00:00Z,2025-09-06T11:00:00Z,material_asset_in_case_window,6
2025_case_12_sep_06_negative_price_cluster,MEDWAY,Production unavailability,1,710.0,710.0,2025-09-04T11:00:00Z,2025-09-07T17:00:00Z,moderate_asset_context,5
2025_case_12_sep_06_negative_price_cluster,CECL,Production unavailability,3,700.0,700.0,2025-06-20T22:00:00Z,2025-09-19T22:00:00Z,material_asset_in_case_window,8
2025_case_12_sep_06_negative_price_cluster,BEGL001,Production unavailability,16,660.0,508.06,2019-09-11T11:00:00Z,2050-12-31T23:00:00Z,material_asset_in_case_window,12
2025_case_12_sep_06_negative_price_cluster,DRAX,Production unavailability,15,645.0,489.0,2020-07-29T11:00:00Z,2035-12-31T01:24:30Z,material_asset_in_case_window,12
2025_case_12_sep_06_negative_price_cluster,INNOGY01,Production unavailability,19,620.0,481.95,2018-03-31T19:58:00Z,2029-07-31T23:00:00Z,material_asset_in_case_window,12
2025_case_12_sep_06_negative_price_cluster,DEESIDE,Production unavailability,1,510.0,510.0,2018-03-31T23:00:00Z,2050-12-31T00:00:00Z,moderate_asset_context,12
2025_case_12_sep_06_negative_price_cluster,EECL,Production unavailability,6,505.0,459.17,2024-09-28T18:30:00Z,2050-09-30T23:00:00Z,material_asset_in_case_window,12
2025_case_12_sep_06_negative_price_cluster,WESTBURB,Production unavailability,2,435.0,435.0,2025-08-27T22:00:00Z,2025-09-06T23:00:00Z,moderate_asset_context,7
2025_case_12_sep_06_negative_price_cluster,SALTEND,Production unavailability,4,400.0,400.0,2025-08-15T18:00:00Z,2025-09-23T22:00:00Z,moderate_asset_context,5
2025_case_12_sep_06_negative_price_cluster,DINORWIG,Production unavailability,7,300.0,300.0,2025-02-17T08:00:00Z,2025-11-30T16:00:00Z,moderate_asset_context,9
2025_case_12_sep_06_negative_price_cluster,FSTHYDRO,Consumption unavailability,6,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_12_sep_06_negative_price_cluster,FSTHYDRO,Production unavailability,6,300.0,300.0,2025-02-16T06:00:00Z,2026-03-21T17:00:00Z,moderate_asset_context,12
2025_case_12_sep_06_negative_price_cluster,DBNKOWF1,Production unavailability,1,250.4,250.4,2025-04-26T14:05:00Z,2026-05-20T07:00:00Z,moderate_asset_context,12
2025_case_12_sep_06_negative_price_cluster,SSEGEN,Consumption unavailability,1,150.0,150.0,2025-08-26T05:00:00Z,2025-09-16T12:00:00Z,moderate_asset_context,5
2025_case_12_sep_06_negative_price_cluster,SSEGEN,Production unavailability,1,150.0,150.0,2025-08-26T05:00:00Z,2025-09-15T08:00:00Z,moderate_asset_context,5
2025_case_12_sep_06_negative_price_cluster,GYMOWL,Production unavailability,1,144.0,144.0,2025-08-17T23:00:00Z,2025-09-30T22:59:00Z,moderate_asset_context,4
2025_case_12_sep_06_negative_price_cluster,GCHP,Production unavailability,2,140.0,140.0,2025-02-14T21:00:00Z,2025-12-31T12:00:00Z,moderate_asset_context,9
2025_case_12_sep_06_negative_price_cluster,AESIQPL,Production unavailability,1,140.0,140.0,2025-09-01T04:00:00Z,2025-09-08T14:00:00Z,moderate_asset_context,1
2025_case_12_sep_06_negative_price_cluster,CENPB,Production unavailability,1,140.0,140.0,2025-08-31T22:30:00Z,2025-09-14T22:30:00Z,moderate_asset_context,6
2025_case_12_sep_06_negative_price_cluster,LYNE,Production unavailability,2,133.0,133.0,2025-09-05T10:30:00Z,2025-09-09T06:30:00Z,moderate_asset_context,4
2025_case_12_sep_06_negative_price_cluster,DPSL,Consumption unavailability,3,128.0,123.0,2025-08-12T17:00:00Z,2025-12-31T17:00:00Z,moderate_asset_context,7
2025_case_12_sep_06_negative_price_cluster,DPSL,Production unavailability,7,120.0,108.57,2025-06-30T20:15:00Z,2026-01-23T10:00:00Z,moderate_asset_context,7
2025_case_12_sep_06_negative_price_cluster,CORBY,Production unavailability,1,120.0,120.0,2024-10-31T09:30:00Z,2025-10-01T00:00:00Z,moderate_asset_context,12
